상품명,URL,상세정보
아이배냇 배냇밀 짜먹는 고구마와 사과 100g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=72990581&cate=16249098,"제조회사:아이배냇/품목:레토르트이유식/최소연령:6개월~/용량:100g/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 12월"
베베쿡 한우청경채죽 110g (2개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=62570228&cate=16249098,"제조회사:베베쿡/품목:레토르트이유식/최소연령:9개월~/용량:110g/인증:적합성평가인증,안전확인인증/등록년월일:2023년 04월"
일동후디스 후디스 하이키드 칼슘 츄어블 1.6g*120정 (6개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=54819014&cate=16249098,"제조회사:일동후디스/용량:1.6g/개수:120정/수량(개수):6개/맛종류:초코우유맛/표시기준분량:6.4g/열량:20kcal/탄수화물:4g/탄수화물(%):1%/단백질:1g미만/단백질(%):1%/지방:0g/지방(%):0%/나트륨:15mg/나트륨(%):1%/칼슘:350mg/칼슘(%):50%/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2023년 01월"
베베스트 처음에 김자반 멸치 25g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=28653350&cate=16249098,"제조회사:베베스트/품목:반찬/용량:25g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2023년 09월"
엘빈즈 우리 쌀로 만든 떡이 쏙쏙 어린이 떡함박스테이크 2팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960394&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2021년 01월"
퓨어잇 순수한 아이김 김 앤 천일염 4개 김 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958393&cate=16249098,"제조회사:퓨어잇/인증:적합성평가인증,안전확인인증/등록년월일:2021년 08월"
루솔 루솔 이유식 바로밀 3단계 야채 세트120g (8개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957613&cate=16249098,"제조회사:루솔/품목:레토르트이유식/최소연령:10개월~/용량:120g/인증:적합성평가인증,안전확인인증/등록년월일:2021년 05월"
김명희의우리애들반찬 소고기 순한 짜장 140g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=22947023&cate=16249098,"제조회사:푸드트리 김명희의우리애들반찬/품목:양념/최소연령:15개월~/용량:140g/수량(개수):140g x 1개/재료:소고기,감자,양파,짜장가루,당근/인증:적합성평가인증,안전확인인증/등록년월일:2015년 09월"
Safrunat S.L. 아넬라 과일퓨레 100g (6개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21666536&cate=16249098,"제조회사:Safrunat S.L./최소연령:6개월~/용량:100g/수량(개수):6개/無첨가:설탕,방부제/재료:과일100%/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2020년 01월"
베베쿡 유기농 쌀가루 중기2 250g (3개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21235247&cate=16249098,"제조회사:베베쿡/최소연령:7개월~/용량:250g/수량(개수):1개/인증:적합성평가인증,안전확인인증/등록년월일:2022년 11월"
남양유업 맘스쿠킹 된장찌개 진밥 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21218915&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/수량(개수):10개/표시기준분량:100g/열량:55kcal/탄수화물:10g/탄수화물(%):3%/당류:1.4g/단백질:1.8g/단백질(%):3%/지방:1g/지방(%):2%/포화지방:0g/포화지방(%):0%/트랜스지방:0g/콜레스테롤:5mg/콜레스테롤(%):2%/나트륨:80mg/나트륨(%):4%/재료:유기농쌀,애호박,쇠고기,된장,천일염/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2018년 02월"
짱죽 실온이유식 3단계 진밥 160g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21216665&cate=16249098,"제조회사:짱죽/품목:수제이유식/최소연령:12개월~/HACCP인증:HA보드/형태:진밥/용량:160g/수량(개수):1개/보관방식:상온/인증:무항생제인증,적합성평가인증,안전확인인증/등록년월일:2020년 02월"
베베스트 아이 맛있는 파스타 소스 한우토마토 150g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=97223606&cate=16249098,"제조회사:베베스트/품목:양념/용량:150g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2025년 09월"
엘빈즈 맘편한 이지밀 이유식(진밥) 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21224015&cate=16249098,"제조회사:헬스밸런스/품목:레토르트이유식/포장용기:파우치/최소연령:10개월~/형태:진밥/용량:100g/수량(개수):10개/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2020년 11월"
베이비러브 퓨레 망고 바나나 사과 당근 100g (해외구매) (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=56349083&cate=16249098,"제조회사:베이비러브/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/인증:적합성평가인증,안전확인인증/등록년월일:2024년 06월"
베베스트 처음에 김자반 3종묶음 오리지널+야채+멸치 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=35306258&cate=16249098,"제조회사:베베스트/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
아이배냇 순 발아 참기름 참깨 75ml 3개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34747409&cate=16249098,"제조회사:아이배냇/인증:적합성평가인증,안전확인인증/등록년월일:2023년 04월"
짱죽 골고루 아이반찬 10팩 12-15M 부터 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959530&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2020년 11월"
아이배냇 솔솔 뿌려먹는 레시피 김자반 32g x 2p + 야채 32g x 2p + 해물 32g x 2p 김자반+야채+해물 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958390&cate=16249098,"제조회사:아이배냇/인증:적합성평가인증,안전확인인증/등록년월일:2019년 03월"
엘빈즈 이지밀 실온이유식 후기 2팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958084&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2022년 06월"
일동후디스 아이얌 바로 먹는 소스 짜장 8개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957766&cate=16249098,"제조회사:일동후디스/인증:적합성평가인증,안전확인인증/등록년월일:2021년 11월"
베베쿡 꼬마 돈까스 350g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21230555&cate=16249098,"제조회사:베베쿡/품목:반찬/용량:350g/수량(개수):1개/재료:국내산 돼지고기 77%/보관방식:냉동/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 01월"
베베스트 아이 맛있는 닭곰탕 200g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21225632&cate=16249098,"제조회사:베베스트/품목:아기국/최소연령:15개월~/용량:200g/수량(개수):1개/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 03월"
베베스트 아이 맛있는 파스타 소스 한우크림 150g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=97223597&cate=16249098,"제조회사:베베스트/품목:양념/용량:150g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2025년 09월"
베이비본죽 본죽키즈 소고기 미니 장조림 80g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=61444889&cate=16249098,"제조회사:순수본 베이비본죽/품목:반찬/포장용기:파우치/용량:80g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 07월"
아이얌 아기밀 한우표고야채 진밥 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=60180542&cate=16249098,"제조회사:일동후디스/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2024년 07월"
짱죽 실온이유식 완료기 아기밥/한우두부고구마밥 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34747622&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
짱죽 실온이유식 완료기 아기밥/한우콩나물야콘밥 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34747316&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 02월"
짱죽 실온이유식 완료기 아기밥 / 렌즈콩포크밥 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34746887&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
뽀뽀뜨 유아밥 포크깍두기볶음밥 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33336581&cate=16249098,"제조회사:뽀뽀뜨/인증:적합성평가인증,안전확인인증/등록년월일:2021년 03월"
베베쿡 처음먹는 덮밥소스 4개 100gx2입 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960301&cate=16249098,"제조회사:베베쿡/인증:적합성평가인증,안전확인인증/등록년월일:2018년 08월"
베베쿡 처음먹는 순살연어구이 냉동 1개 250g : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960154&cate=16249098,"제조회사:베베쿡/인증:적합성평가인증,안전확인인증/등록년월일:2021년 03월"
베베스트 아이 맛있는 한우국 나주곰탕 3개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959611&cate=16249098,"제조회사:베베스트/인증:적합성평가인증,안전확인인증/등록년월일:2021년 02월"
홈앤키즈 유기원초 우리아이 김 20G : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958309&cate=16249098,"제조회사:홈앤키즈/인증:적합성평가인증,안전확인인증/등록년월일:2022년 08월"
엘빈즈 이지밀 실온이유식 중기 골고루 8팩 4종X2팩씩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958234&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2022년 08월"
루솔 한우 진한 사골곰탕 150g (5개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21227093&cate=16249098,"제조회사:에코패밀리 루솔/품목:아기국/용량:150g/수량(개수):5개/無첨가:향미증진제,방부제,색소/원산지:국내산/보관방식:상온/인증:무항생제인증,적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 06월"
엘빈즈 한끼뚝딱 우리아이 한우짜장 110g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=65441582&cate=16249098,"제조회사:엘빈즈/품목:양념/용량:110g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 09월"
짱죽 실온 이유식 중기 160g 4개 한우 배죽 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=45323228&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 05월"
짱죽 냉장 이유식 후기 진밥 B세트 달콤돼지진밥 + 흰살연육단호박진밥 + 한우소고기필라프 + 소고기흰콩진밥 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=35239097&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2024년 01월"
짱죽 우리아이 성장을 위한 영양 한우토핑 초기 / 후기 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=35237519&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2024년 01월"
아이배냇 꼬마 한우 쇠고기 무국 200g 5개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34821317&cate=16249098,"제조회사:아이배냇/인증:적합성평가인증,안전확인인증/등록년월일:2023년 04월"
엘빈즈 이유식 초기1 골라담기 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34747520&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
아이배냇 유아용 베베 순한 덮밥 소스 50g 차돌된장 4개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34395899&cate=16249098,"제조회사:아이배냇/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
베베쿡 유기농 이유식 쌀가루 중기1 200g 6개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34378490&cate=16249098,"제조회사:베베쿡/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
엘빈즈 20팩 실온이유식 2팩 증정이유식 중기1 골라담기 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33336317&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
베베쿡 처음 먹는 요리가케 닭고기와 된장 28g 3개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32891822&cate=16249098,"제조회사:베베쿡/인증:적합성평가인증,안전확인인증/등록년월일:2023년 05월"
베이비본죽 실온 중기 이유식 2종 3p 세트 1세트 한우 + 과일 혼합맛 닭고기 + 애호박 + 미역 혼합맛 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32891786&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2022년 10월"
짱죽 중기 8개월 부터 이유식 죽 혼합맛 한우 / 테프 200g 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32849288&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 완료기 13개월부터 이유식 한우잡채밥 180g 1개 혼합맛 한우/잡채 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32849201&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
루솔 이유식 5단계 반찬소스 세트 냉장 512번 순한 짜장 513번 순한카레 544번 순한 하이라이스 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960286&cate=16249098,"제조회사:루솔/인증:적합성평가인증,안전확인인증/등록년월일:2022년 12월"
아이얌 우리아이 바로먹는 소스 소고기 80G2입 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959992&cate=16249098,"제조회사:일동후디스/인증:적합성평가인증,안전확인인증/등록년월일:2022년 10월"
일동후디스 아이얌 바로 먹는 소스 소고기 8개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959917&cate=16249098,"제조회사:일동후디스/인증:적합성평가인증,안전확인인증/등록년월일:2021년 11월"
베이비본죽 후기 이유식 C세트 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959758&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2022년 06월"
베이비본죽 유아식 반찬세트 닭볶음탕 130g + 한우단호박영양찜 130g + 순두부프리타타 130g + 간장돈불고기 130g 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959686&cate=16249098,"제조회사:순수본 베이비본죽/품목:반찬/인증:적합성평가인증,안전확인인증/등록년월일:2022년 07월"
퓨어잇 오가닉 아이김자반 바다와 야채 3개입 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959491&cate=16249098,"제조회사:퓨어잇/인증:적합성평가인증,안전확인인증/등록년월일:2020년 12월"
베이비본죽 반찬 한우 두부 강정 100g + 갈릭 로제 찜닭 100g A세트 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958786&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2022년 12월"
거버 시리얼 227g 6개 쌀 Rice : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958615&cate=16249098,"제조회사:네슬레 거버/인증:적합성평가인증,안전확인인증/등록년월일:2021년 10월"
엘빈즈 유기농 어린이김 10개입 건강한맛 4개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957913&cate=16249098,"제조회사:엘빈즈/인증:적합성평가인증,안전확인인증/등록년월일:2021년 03월"
매일유업 맘마밀 9개월 녹황채소3+미역소고기3+시금치2+브로콜리2 총10팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957877&cate=16249098,"제조회사:매일유업/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
베이비본죽 냉장 유아식 D세트 13개월 이후 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957793&cate=16249098,"제조회사:순수본 베이비본죽/품목:레토르트이유식/인증:적합성평가인증,안전확인인증/등록년월일:2021년 10월"
엘빈즈 닭가슴살 야채 간장볶음 100g 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=45879989&cate=16249098,"제조회사:엘빈즈/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
루솔 프리미엄 후기반찬 고기야채골고루 7팩 세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34747577&cate=16249098,"제조회사:에코패밀리 루솔/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 중기 9개월 이유식 한우소고기야채죽 혼합맛 소고기/야채 200g 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34396004&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
동원F&B 덴마크 테이크 얼라이브 망고/스위티자몽 120ml 64팩 과일주스 유산균음료 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=34378571&cate=16249098,"제조회사:동원F&B/인증:적합성평가인증,안전확인인증/등록년월일:2021년 12월"
짱죽 초기 7개월 부터 묽은죽 이유식 혼합맛 닭가슴살 / 양배추 160g 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33908213&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 중기 9개월부터 이유식 한우파래죽 200g 1개 혼합맛 한우/파래 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33336572&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 새우고구마볶음 100g 1개 혼합맛 새우/고구마 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33336296&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
뽀뽀뜨 아이반찬 한우메추리알장조림 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=33336266&cate=16249098,"제조회사:뽀뽀뜨/인증:적합성평가인증,안전확인인증/등록년월일:2021년 03월"
짱죽 중기 9개월부터 이유식 블루베리 흑미타락죽 200g 1개 혼합맛 블루베리/흑미타락 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32870633&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 12개월부터 이유식 반찬 달콤이맛탕 100g 1개 맛탕 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32870561&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 중기 8개월 부터 이유식 죽 혼합맛 한우 / 병아리콩 200g 1개 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32870444&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
베베쿡 처음먹는 고구마 퓨레 80g (40개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=31650461&cate=16249098,"제조회사:베베쿡/포장용기:파우치/최소연령:12개월~/용량:80g/수량(개수):20개/無첨가:설탕,보존료,색소,물/재료:원물100%/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 04월"
루솔 아삭아삭 우리아이 김치 300g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960346&cate=16249098,"제조회사:에코패밀리 루솔/품목:반찬/인증:적합성평가인증,안전확인인증/등록년월일:2022년 03월"
홈앤키즈 유기원초 우리아이 김 2G10봉 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960229&cate=16249098,"제조회사:홈앤키즈/인증:적합성평가인증,안전확인인증/등록년월일:2022년 08월"
베이비본죽 후기 이유식 만9-11개월 A세트 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960136&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2022년 07월"
아이배냇 유기농 보들김 4gX32봉 DHA+해조칼슘 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960064&cate=16249098,"제조회사:아이배냇/인증:적합성평가인증,안전확인인증/등록년월일:2023년 04월"
루솔 튼튼 무항생제 돈까스 6팩 등심 고구마치즈 치즈 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960004&cate=16249098,"제조회사:에코패밀리 루솔/인증:적합성평가인증,안전확인인증/등록년월일:2022년 03월"
압타밀 멀티그레인 오트밀 이유식 바나나 베리 4팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959938&cate=16249098,"제조회사:뉴트리시아 압타밀/인증:적합성평가인증,안전확인인증/등록년월일:2022년 01월"
엘빈즈 한끼뚝딱 우리아이 사골곰탕 1박스 7팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959620&cate=16249098,"제조회사:헬스밸런스/인증:적합성평가인증,안전확인인증/등록년월일:2022년 01월"
오뚜기 밥친구 5개 불고기 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25959254&cate=16249098,"제조회사:오뚜기/인증:적합성평가인증,안전확인인증/등록년월일:2022년 09월"
루솔 유아식 6단계 후기반찬 야채국 세트 냉장 676번 순두부 야채 계란국 678번 모듬버섯 된장국 681번 들깨 무채국 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958990&cate=16249098,"제조회사:루솔/인증:적합성평가인증,안전확인인증/등록년월일:2022년 12월"
베이비본죽 완료기 이유식 A세트 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958867&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2022년 11월"
맘스 생과일이 무려70 유산균 아이과자 요거요거 혼합10팩6팩4팩 딸기맛+사과맛 6팩 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25958837&cate=16249098,"제조회사:맘스/인증:적합성평가인증,안전확인인증/등록년월일:2022년 01월"
베이비본죽 중기 C세트 160g x 4팩 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957994&cate=16249098,"제조회사:순수본 베이비본죽/인증:적합성평가인증,안전확인인증/등록년월일:2021년 10월"
짱죽 냉장이유식 덮밥소스 12-15개월 부터 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957802&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2019년 09월"
남양유업 맘스쿠킹 찜닭 아가밥 140g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21231551&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:15개월~/형태:아기밥/용량:140g/수량(개수):1개/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 04월"
베베푸드 순한김 제로 1.45g (160개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21228053&cate=16249098,"제조회사:베베푸드/품목:반찬/종류:김/용량:1.45g/수량(개수):160개/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 08월"
아이배냇 베베 유기농 보들김 2g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21210257&cate=16249098,"제조회사:아이배냇/품목:반찬/종류:김/용량:2g/수량(개수):2g x 10개/재료:김,카놀라유,해조칼슘,유산균소금/인증:적합성평가인증,안전확인인증/등록년월일:2016년 05월"
베베쿡 처음먹는 어린이김 15g (3개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21208349&cate=16249098,"제조회사:베베쿡/품목:반찬/종류:김/용량:15g/수량(개수):3개/표시기준분량:1.5g/열량:5kcal/탄수화물:1g미만/당류:0g/단백질:1g미만/지방:0g/포화지방:0g/트랜스지방:0g/콜레스테롤:0mg/나트륨:9mg/재료:김,현미유,참기름/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2014년 02월"
하림 푸디버디 한우 설렁탕 180g (3개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=70679336&cate=16249098,"제조회사:하림/품목:아기국/포장용기:파우치/용량:180g/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2023년 11월"
홈앤키즈 먹보대장 떡갈비 100g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25957097&cate=16249098,"제조회사:홈앤키즈/품목:반찬/용량:100g/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2023년 01월"
루솔 프리미엄 실온이유식 바로밀 골고루 120 (22개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=74974826&cate=16249098,"제조회사:에코패밀리 루솔/품목:레토르트이유식/수량(개수):22개/인증:적합성평가인증,안전확인인증/등록년월일:2025년 01월"
일동후디스 아기밀 우리아이 바로먹는 짜장 160g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21208820&cate=16249098,"제조회사:일동후디스/품목:양념/최소연령:12개월~/용량:160g/수량(개수):160g x 1개/無첨가:합성착향료,합성착색료,L-글루타민산나트륨/재료:우리밀춘장,소고기,야채,렌틸콩/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2015년 06월"
집으로ON 아이라이킷 알파벳 치킨너겟 500g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=97417022&cate=16249098,"제조회사:청정원 집으로ON/품목:반찬/용량:500g/보관방식:냉동/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2025년 09월"
거버 1단계 라이스 싱글 그레인 시리얼 454g (해외구매) (2개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=77465837&cate=16249098,"제조회사:네슬레 거버/용량:454g/수량(개수):2개/인증:적합성평가인증,안전확인인증/등록년월일:2020년 08월"
하인즈 망고 바닐라 커스터드 120g (해외구매) (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=70683113&cate=16249098,"제조회사:하인즈/품목:레토르트이유식/포장용기:파우치/용량:120g/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2024년 11월"
엘빈즈 한끼뚝딱 우리아이 한우카레 110g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=65441366&cate=16249098,"제조회사:헬스밸런스/품목:양념/용량:110g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 07월"
베베스트 처음에 김자반 야채 25g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=65441324&cate=16249098,"제조회사:베베스트/품목:반찬/용량:25g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 09월"
베이비본죽 누룽지닭죽 180g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=61444925&cate=16249098,"제조회사:순수본 베이비본죽/품목:레토르트이유식/최소연령:9개월~/용량:180g/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 07월"
베이비본죽 본죽키즈 영양닭죽 180g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=61444739&cate=16249098,"제조회사:순수본 베이비본죽/품목:레토르트이유식/용량:180g/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 07월"
